id,mes,delegacion,localidad,esquema,numero,nombre,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.1.1,2.11,2.12,3.1,3.2,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,6.1,6.2,6.3,6.4,6.5,7.1,7.2,7.3,7.4,8.1,8.2,9.1,9.2,9.3,9.4,10.1,10.2,10.3,10.4,10.5,10.6,10.7,10.8,10.9,11.1,11.2,11.3,11.4,11.5,11.6,11.7,11.8,11.9,11.1.1,11.11,11.12,11.13,11.14,11.15,11.16,12.1,12.2,12.3,12.4,12.5,12.6,12.7,12.8,14.1,14.2,puntuacion_maxima,puntuacion_alcanzada,puntuacion_porcentaje,numero_padres,numero_horas
86,OCT,QUERETARO                   ,QUERETARO,U,571,LILI,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,69,97.18,5,10
88,OCT,QUINTANA ROO                      ,BENITO JUAREZ         ,U,871,ESTANCIA INFANTIL PALACE RESORTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,70,98.59,7,14
89,OCT,QUINTANA ROO                      ,COZUMEL,U,872,GUARDERIA INFANTIL KANAN  PAAL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,69,97.18,6,12
91,OCT,SAN LUIS POTOSI                   ,SOLEDAD DE GRACIANO SANCHEZ,U,1446,AVENTURITAS SC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,71,100.0,7,14
93,OCT,SINALOA                        ,GUASAVE,U,41,GUARDERIA SALY SC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,71,100.0,7,14
96,OCT,SONORA                             ,GUAYMAS,U,799,GUARDERIA LA CASA BONITA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,70,98.59,7,14
98,OCT,SONORA                             ,HERMOSILLO  ,U,950,CAMINITO FELIZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,68,97.14,7,14
101,OCT,SONORA                             ,PUERTO PENASCO,U,1279,ESTANCIA INFANTIL DE PUERTO PENASCO,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,0.0,1,1,71,67,94.37,4,8
102,OCT,TABASCO                            ,CENTRO,U,1314,GUARDERIA VECINAL COMUNITARIO UNICO ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,0.0,1,1,71,70,98.59,7,14
103,OCT,TAMAULIPAS                         ,CIUDAD MADERO    ,U,1039,COLORES Y DIBUJO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,0.0,1,1,71,69,97.18,5,10
105,OCT,TAMAULIPAS                         ,MATAMOROS  ,U,358,CENTRO DE DESARROLLO MUNDO INFANTIL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,71,100.0,7,14
106,OCT,TAMAULIPAS                         ,MATAMOROS  ,U,1416,GUARDERIA IMAGEN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,71,100.0,7,14
107,OCT,TAMAULIPAS                         ,PANUCO,U,1042,SONRISA FELIZ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,69,97.18,7,14
108,OCT,TAMAULIPAS                         ,REYNOSA,Y,26,GUARDERIA ARCO IRIS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,71,100.0,5,10
109,OCT,TAMAULIPAS                         ,TAMPICO    ,U,1397,EL DESCANSO DE MAMA,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,SI,1.0,1,1,71,55,77.46,7,14
110,OCT,TLAXCALA                           ,TLAXCALA  ,U,388,GRUPO SEPERSA SED Y RECPEREZ RAMIREZ SA DE CV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,0.0,1,1,71,70,98.59,7,14
113,OCT,VERACRUZ DE IGNACIO DE LA LLAVE                ,VERACRUZ           ,U,1256,MANITAS QUE TRABAJAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,65,91.55,7,14
114,OCT,VERACRUZ DE IGNACIO DE LA LLAVE                ,COATZACOALCOS,U,1400,GUARDERIA BRINCOS,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,68,95.77,7,14
122,NOV,CIUDAD DE MEXICO,CUAUHTEMOC,U,716,GUARDERIA INFANTEL,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,70,98.59,4,8
123,NOV,CIUDAD DE MEXICO,GUSTAVO A MADERO,U,623,PEQUENOS GENIOS,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,70,98.59,7,14
125,NOV,CIUDAD DE MEXICO,AZCAPOTZALCO,U,628,JEAN PIAGET,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,70,98.59,7,14
126,NOV,CIUDAD DE MEXICO,CUAUHTEMOC,U,702,COLEGIO DEL ANGEL II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,71,100.0,6,12
128,NOV,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,U,1403,GUARDERIA TOPALLI,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SI,1.0,1,1,71,71,100.0,6,12
